HPV_position,15361-CB-43-LabPrep_S45,15361-CB-4-LabPrep_S42,15361-CB-5-LabPrep_S47
1367,1209,5,2320
1368,1206,5,2297
1369,1203,5,2279
1370,1194,5,2254
1371,1187,4,2238
1372,1187,4,2225
1373,1183,4,2222
1374,1183,4,2218
1375,1173,4,2200
1376,1176,4,2187
1377,1169,4,2176
1378,1167,4,2164
1379,1164,4,2156
1380,1158,4,2140
1381,1153,4,2128
1382,1149,4,2099
1383,1150,4,2094
1384,1149,4,2057
1385,1141,4,2047
1386,1143,4,2034
1387,1126,4,2011
1388,1129,3,1990
1389,1130,3,1972
1390,1124,3,1946
1391,1124,3,1931
1392,1126,3,1918
1393,1123,3,1908
1394,1111,3,1882
1395,1101,3,1856
1396,1098,3,1851
1397,1095,3,1833
1398,1092,3,1820
1399,1088,3,1809
1400,1078,3,1790
1401,1075,3,1780
1402,1075,3,1755
1403,1070,3,1743
1404,1072,3,1736
1405,1062,3,1713
1406,1057,3,1700
1407,1061,3,1678
1408,1055,3,1653
1409,1044,3,1629
1410,1043,3,1611
1411,1044,3,1598
1412,1034,3,1586
1413,1031,3,1567
1414,1030,3,1565
1415,1028,3,1540
1416,1018,3,1524
1417,1025,3,1506
1418,1018,3,1494
1419,1013,3,1480
1420,1009,3,1463
1421,1010,3,1454
1422,999,3,1446
1423,996,3,1430
1424,997,3,1421
1425,1000,4,1417
1426,993,4,1400
1427,991,4,1397
1428,986,4,1386
1429,974,4,1367
1430,958,4,1354
1431,955,4,1343
1432,943,4,1323
1433,947,4,1314
1434,926,4,1283
1435,913,4,1276
1436,920,4,1268
1437,911,4,1255
1438,906,4,1245
1439,911,4,1236
1440,905,4,1230
1441,908,4,1221
1442,898,4,1209
1443,884,4,1194
1444,884,4,1186
1445,868,4,1157
1446,866,4,1146
1447,869,4,1135
1448,872,4,1126
1449,871,3,1122
1450,865,3,1107
1451,861,3,1097
1452,865,3,1092
1453,862,3,1074
1454,859,3,1056
1455,843,2,1036
1456,843,2,1021
1457,837,2,1011
1458,824,2,1001
1459,825,2,987
1460,817,2,978
1461,816,2,957
1462,823,2,960
1463,815,2,934
1464,818,2,933
1465,824,2,932
1466,818,2,923
1467,819,2,910
1468,823,2,886
1469,817,2,882
1470,819,2,878
1471,812,2,871
1472,812,2,850
1473,813,2,844
1474,800,2,818
1475,798,2,813
1476,807,2,807
1477,803,1,795
1478,803,1,796
1479,803,1,793
1480,806,1,786
1481,793,1,777
1482,785,1,768
1483,790,1,768
1484,791,1,757
1485,794,1,746
1486,795,1,743
1487,794,1,738
1488,795,1,723
1489,800,1,713
1490,796,1,719
1491,792,1,710
1492,799,1,708
1493,796,1,704
1494,795,1,692
1495,799,1,684
1496,793,1,665
1497,788,1,653
1498,795,1,651
1499,800,2,644
1500,800,2,646
1501,805,2,636
1502,807,2,638
1503,807,2,634
1504,809,2,619
1505,805,2,610
1506,811,2,603
1507,800,2,590
1508,800,2,579
1509,800,2,576
1510,807,2,573
1511,805,2,571
1512,816,2,564
1513,816,2,564
1514,823,2,560
1515,831,2,561
1516,838,2,561
1517,845,2,558
1518,842,2,562
1519,843,2,561
1520,847,2,558
1521,849,2,547
1522,852,2,545
1523,852,2,545
1524,863,2,545
1525,865,2,546
1526,862,2,541
1527,863,2,541
1528,866,2,532
1529,870,2,530
1530,874,2,528
1531,873,2,527
1532,876,2,524
1533,881,2,521
1534,884,2,519
1535,892,2,516
1536,896,2,513
1537,892,2,512
1538,903,2,517
1539,904,2,513
1540,903,2,512
1541,895,2,508
1542,900,2,511
1543,904,2,508
1544,906,2,504
1545,903,2,501
1546,904,2,501
1547,911,2,502
1548,915,2,501
1549,914,2,498
1550,913,2,494
1551,916,2,493
1552,918,2,493
1553,925,2,495
1554,922,2,497
1555,925,2,491
1556,927,2,491
1557,924,2,493
1558,922,2,492
1559,917,2,489
1560,920,2,482
1561,918,2,479
1562,924,2,477
1563,924,2,475
1564,927,2,476
1565,930,2,478
1566,927,2,477
1567,932,2,478
1568,930,2,476
1569,931,2,473
1570,937,2,476
1571,935,2,476
1572,932,2,476
1573,934,2,471
1574,929,2,460
1575,930,2,456
1576,931,1,450
1577,933,1,448
1578,936,1,448
1579,931,2,446
1580,936,2,447
1581,936,2,446
1582,931,2,445
1583,938,2,442
1584,937,2,443
1585,934,2,441
1586,944,3,445
1587,946,3,443
1588,949,3,450
1589,946,3,450
1590,942,3,446
1591,950,3,453
1592,959,3,450
1593,964,3,449
1594,964,3,451
1595,970,3,457
1596,969,3,458
1597,968,3,461
1598,970,3,459
1599,975,3,463
1600,971,3,463
1601,978,3,460
1602,982,3,460
1603,975,3,456
1604,980,3,457
1605,980,3,458
1606,976,3,455
1607,974,3,453
1608,984,3,457
1609,985,3,454
1610,982,3,453
1611,984,3,455
1612,986,3,457
1613,983,3,457
1614,981,3,456
1615,982,3,455
1616,983,3,455
1617,982,3,458
1618,988,3,461
1619,987,3,458
1620,993,3,461
1621,988,3,461
1622,986,3,458
1623,987,3,451
1624,985,3,450
1625,987,3,448
1626,992,3,447
1627,988,3,442
1628,990,3,446
1629,992,3,447
1630,988,3,445
1631,995,3,450
1632,988,3,440
1633,989,3,435
1634,976,3,430
1635,972,3,435
1636,968,3,429
1637,955,3,429
1638,951,3,424
1639,947,3,423
1640,948,3,422
1641,948,3,426
1642,943,3,425
1643,943,3,425
1644,945,3,425
1645,945,3,425
1646,948,3,426
1647,958,2,433
1648,950,2,428
1649,954,2,426
1650,959,2,426
1651,959,2,427
1652,957,2,426
1653,954,2,427
1654,953,2,425
1655,955,2,421
1656,958,2,425
1657,959,2,425
1658,959,2,424
1659,957,2,426
1660,951,2,430
1661,958,2,435
1662,952,2,433
1663,948,2,429
1664,943,2,420
1665,951,2,429
1666,954,2,427
1667,952,2,430
1668,946,2,432
1669,947,2,438
1670,941,2,441
1671,936,2,437
1672,940,2,440
1673,932,2,440
1674,936,2,444
1675,930,2,444
1676,927,2,447
1677,925,2,453
1678,927,2,450
1679,924,2,449
1680,936,2,454
1681,935,2,459
1682,932,2,463
1683,932,2,464
1684,919,2,465
1685,925,2,469
1686,927,2,479
1687,929,2,477
1688,933,2,480
1689,935,2,490
1690,936,2,494
1691,937,2,498
1692,938,2,497
1693,938,2,505
1694,935,2,514
1695,938,2,511
1696,940,2,519
1697,942,2,526
1698,946,2,534
1699,945,2,535
1700,947,2,543
1701,943,2,544
1702,938,2,550
1703,939,2,556
1704,938,2,557
1705,952,2,558
1706,955,2,563
1707,956,2,575
1708,956,2,580
1709,960,2,585
1710,955,2,581
1711,960,2,587
1712,963,2,593
1713,972,2,599
1714,972,2,606
1715,973,2,609
1716,972,2,612
1717,978,2,614
1718,981,2,622
1719,980,2,625
1720,989,2,633
1721,987,2,638
1722,984,2,648
1723,989,2,658
1724,993,2,662
1725,1000,2,667
1726,1009,2,679
1727,1007,2,687
1728,1008,2,685
1729,1002,1,695
1730,1000,1,698
1731,1005,1,698
1732,999,1,701
1733,999,1,699
1734,1004,1,704
1735,1020,1,714
1736,1013,1,718
1737,1024,0,721
1738,1024,0,721
1739,1027,0,729
1740,1031,0,733
1741,1029,0,734
1742,1016,0,734
1743,1020,0,736
1744,1020,0,743
1745,1017,0,748
1746,1019,1,749
1747,1021,2,752
1748,1021,2,762
1749,1022,2,765
1750,1019,2,776
1751,1016,2,788
1752,1022,2,795
1753,1019,2,796
1754,1013,2,796
1755,1020,2,799
1756,1020,2,807
1757,1014,2,809
1758,1017,2,809
1759,1015,2,818
1760,1019,2,816
1761,1026,2,822
1762,1027,2,831
1763,1029,2,839
1764,1032,2,844
1765,1031,2,848
1766,1035,2,859
1767,1044,2,862
1768,1043,2,865
1769,1042,2,861
1770,1057,2,865
1771,1052,2,874
1772,1049,2,873
1773,1050,2,882
1774,1048,2,891
1775,1047,2,897
1776,1047,2,896
1777,1056,2,899
1778,1059,2,900
1779,1059,2,904
1780,1056,2,905
1781,1053,2,902
1782,1058,2,902
1783,1061,3,901
1784,1069,3,905
1785,1063,3,908
1786,1062,3,919
1787,1064,3,918
1788,1065,3,920
1789,1064,3,923
1790,1067,3,926
1791,1062,3,938
1792,1059,3,942
1793,1061,3,946
1794,1069,3,948
1795,1073,3,949
1796,1077,3,950
1797,1072,3,950
1798,1070,3,951
1799,1061,3,943
1800,1058,3,947
1801,1059,3,948
1802,1066,3,952
1803,1066,3,954
1804,1069,3,956
1805,1073,3,955
1806,1070,3,956
1807,1076,3,961
1808,1072,3,956
1809,1071,3,952
1810,1063,3,954
1811,1067,3,960
1812,1073,3,968
1813,1066,3,971
1814,1057,3,977
1815,1052,3,974
1816,1052,3,973
1817,1055,3,973
1818,1057,3,969
1819,1056,3,967
1820,1062,3,960
1821,1067,3,959
1822,1067,3,954
1823,1060,3,956
1824,1065,3,957
1825,1066,3,966
1826,1073,3,964
1827,1067,3,962
1828,1069,3,973
1829,1064,3,971
1830,1064,3,970
1831,1066,3,966
1832,1071,4,966
1833,1078,4,970
1834,1078,4,965
1835,1084,4,962
1836,1086,4,962
1837,1074,4,951
1838,1066,4,945
1839,1074,4,945
1840,1066,4,938
1841,1068,4,936
1842,1072,4,941
1843,1073,4,941
1844,1074,4,942
1845,1076,4,939
1846,1078,4,938
1847,1077,4,939
1848,1075,4,936
1849,1077,4,938
1850,1075,4,932
1851,1072,4,935
1852,1067,4,932
1853,1068,4,940
1854,1069,4,941
1855,1067,4,933
1856,1067,4,933
1857,1065,4,926
1858,1063,4,929
1859,1049,4,925
1860,1041,4,921
1861,1045,4,928
1862,1038,4,924
1863,1037,4,920
1864,1034,4,913
1865,1030,4,906
1866,1030,4,908
1867,1032,4,907
1868,1031,4,909
1869,1035,4,910
1870,1032,4,911
1871,1037,4,916
1872,1035,4,919
1873,1032,4,909
1874,1032,4,909
1875,1035,4,902
1876,1029,4,895
1877,1025,4,886
1878,1029,4,889
1879,1028,4,887
1880,1023,4,883
1881,1020,4,879
1882,1016,3,879
1883,1022,3,885
1884,1021,2,881
1885,1022,3,882
1886,1021,3,882
1887,1022,3,882
1888,1023,4,886
1889,1019,4,891
1890,1017,4,896
1891,1023,4,889
1892,1026,4,887
1893,1025,4,897
1894,1021,4,888
1895,1024,4,886
1896,1029,4,892
1897,1029,4,889
1898,1027,4,890
1899,1021,4,875
1900,1022,4,876
1901,1030,4,884
1902,1020,4,882
1903,1019,4,881
1904,1019,5,879
1905,1017,5,877
1906,1023,5,877
1907,1023,5,871
1908,1019,5,871
1909,1025,5,873
1910,1019,5,866
1911,1014,5,866
1912,1010,5,862
1913,1017,5,865
1914,1008,5,860
1915,1007,5,863
1916,1006,5,857
1917,1007,5,853
1918,1012,5,854
1919,1008,5,855
1920,1014,5,853
1921,1011,5,853
1922,1004,5,845
1923,1004,5,843
1924,1017,5,850
1925,1014,5,853
1926,1020,5,848
1927,1016,5,846
1928,1020,5,855
1929,1018,5,853
1930,1024,6,862
1931,1019,5,862
1932,1024,5,868
1933,1021,5,860
1934,1020,5,864
1935,1027,5,871
1936,1025,5,869
1937,1025,5,870
1938,1031,6,881
1939,1032,6,882
1940,1032,6,883
1941,1035,6,885
1942,1034,6,878
1943,1038,6,877
1944,1032,6,877
1945,1028,6,879
1946,1025,6,878
1947,1031,6,884
1948,1037,6,890
1949,1038,6,889
1950,1045,6,889
1951,1042,6,892
1952,1043,6,889
1953,1046,6,893
1954,1046,6,892
1955,1050,6,897
1956,1050,6,892
1957,1055,6,898
1958,1049,6,896
1959,1050,6,889
1960,1050,6,888
1961,1054,6,885
1962,1048,6,884
1963,1051,6,885
1964,1052,6,884
1965,1052,6,886
1966,1055,6,887
1967,1056,6,882
1968,1059,6,885
1969,1054,6,887
1970,1056,6,892
1971,1059,6,888
1972,1061,6,891
1973,1058,6,894
1974,1060,6,893
1975,1061,6,894
1976,1055,6,888
1977,1048,5,886
1978,1052,6,887
1979,1051,6,895
1980,1047,6,889
1981,1047,6,899
1982,1047,6,893
1983,1052,6,896
1984,1055,5,898
1985,1055,5,898
1986,1050,5,900
1987,1046,5,896
1988,1045,5,901
1989,1046,5,899
1990,1047,5,899
1991,1043,5,902
1992,1046,5,902
1993,1049,5,907
1994,1049,5,907
1995,1050,5,909
1996,1053,5,905
1997,1053,5,897
1998,1053,5,889
1999,1051,5,887
2000,1059,5,895
2001,1060,5,887
2002,1061,5,890
2003,1063,5,891
2004,1073,5,891
2005,1078,5,888
2006,1078,5,884
2007,1077,5,885
2008,1077,6,878
2009,1079,6,883
2010,1075,6,886
2011,1075,6,883
2012,1071,6,880
2013,1068,6,885
2014,1073,6,891
2015,1075,6,889
2016,1078,7,895
2017,1072,7,895
2018,1076,7,894
2019,1074,7,885
2020,1079,7,885
2021,1081,7,880
2022,1083,7,878
2023,1086,7,879
2024,1080,7,873
2025,1074,7,864
2026,1073,7,875
2027,1066,7,875
2028,1069,7,877
2029,1071,7,875
2030,1076,7,874
2031,1078,6,872
2032,1067,6,863
2033,1066,6,869
2034,1060,6,861
2035,1062,6,858
2036,1057,6,859
2037,1049,6,859
2038,1046,6,857
2039,1047,6,857
2040,1040,6,850
2041,1042,6,844
2042,1044,5,842
2043,1041,5,839
2044,1043,5,838
2045,1052,5,839
2046,1048,5,832
2047,1050,4,830
2048,1052,5,832
2049,1056,5,835
2050,1050,5,844
2051,1056,5,841
2052,1050,5,833
2053,1046,5,828
2054,1036,4,818
2055,1032,4,816
2056,1018,4,815
2057,1019,4,818
2058,1027,4,818
2059,1040,4,820
2060,1042,4,819
2061,1040,4,816
2062,1041,4,817
2063,1031,4,809
2064,1035,4,809
2065,1033,4,801
2066,1030,4,797
2067,1022,4,796
2068,1025,4,795
2069,1022,4,792
2070,1021,4,791
2071,1021,4,792
2072,1025,4,789
2073,1026,4,786
2074,1025,4,785
2075,1031,4,784
2076,1029,4,778
2077,1032,4,773
2078,1030,4,765
2079,1030,4,767
2080,1028,4,761
2081,1023,4,762
2082,1030,4,760
2083,1036,3,760
2084,1040,3,756
2085,1034,3,754
2086,1031,3,751
2087,1027,2,749
2088,1029,2,752
2089,1040,2,755
2090,1045,2,753
2091,1044,2,746
2092,1049,2,743
2093,1064,2,741
2094,1061,2,745
2095,1059,2,742
2096,1061,2,737
2097,1054,2,731
2098,1056,2,744
2099,1061,2,745
2100,1059,2,744
2101,1059,2,746
2102,1054,2,739
2103,1056,2,738
2104,1049,2,734
2105,1047,2,739
2106,1055,2,740
2107,1060,2,741
2108,1070,2,742
2109,1068,2,747
2110,1070,2,750
2111,1062,2,746
2112,1062,2,739
2113,1059,2,733
2114,1054,2,728
2115,1056,2,720
2116,1054,2,719
2117,1056,2,723
2118,1060,2,722
2119,1062,2,719
2120,1072,2,716
2121,1075,2,714
2122,1066,2,712
2123,1063,2,712
2124,1063,2,711
2125,1057,2,709
2126,1047,2,703
2127,1052,2,700
2128,1053,2,693
2129,1053,2,691
2130,1050,2,692
2131,1053,2,690
2132,1054,2,695
2133,1053,2,692
2134,1050,2,687
2135,1051,2,683
2136,1048,2,685
2137,1047,2,682
2138,1050,2,681
2139,1043,2,670
2140,1047,2,665
2141,1045,2,664
2142,1046,2,654
2143,1047,2,656
2144,1049,2,663
2145,1050,2,651
2146,1056,2,649
2147,1052,2,650
2148,1058,2,655
2149,1049,2,651
2150,1051,2,646
2151,1047,2,640
2152,1044,2,631
2153,1044,2,632
2154,1041,2,635
2155,1045,2,636
2156,1047,1,637
2157,1045,0,641
2158,1044,0,639
2159,1043,0,640
2160,1048,0,636
2161,1051,0,635
2162,1056,0,637
2163,1055,0,633
2164,1056,0,630
2165,1065,0,629
2166,1064,0,623
2167,1062,0,618
2168,1057,0,619
2169,1058,0,623
2170,1054,0,626
2171,1055,0,636
2172,1050,0,636
2173,1051,0,634
2174,1049,0,624
2175,1048,0,620
2176,1055,0,626
2177,1053,0,619
2178,1049,0,618
2179,1052,0,617
2180,1049,0,621
2181,1056,0,621
2182,1060,0,617
2183,1058,0,615
2184,1062,0,613
2185,1061,0,611
2186,1054,0,613
2187,1064,0,610
2188,1053,0,606
2189,1051,0,602
2190,1050,0,607
2191,1054,0,602
2192,1059,0,605
2193,1060,0,597
2194,1067,1,595
2195,1068,2,589
2196,1063,2,588
2197,1063,2,585
2198,1053,2,578
2199,1059,2,581
2200,1063,2,588
2201,1063,2,589
2202,1067,2,582
2203,1056,2,572
2204,1061,2,578
2205,1058,2,575
2206,1063,2,581
2207,1069,2,577
2208,1058,2,576
2209,1061,2,579
2210,1059,2,572
2211,1068,2,573
2212,1060,2,573
2213,1067,2,573
2214,1068,2,571
2215,1063,2,567
2216,1058,2,568
2217,1067,2,569
2218,1076,2,576
2219,1072,2,577
2220,1073,2,572
2221,1060,2,561
2222,1054,2,558
2223,1061,2,556
2224,1062,2,549
2225,1068,2,550
2226,1069,2,551
2227,1065,2,549
2228,1064,2,548
2229,1057,2,549
2230,1066,2,550
2231,1057,2,543
2232,1050,2,541
2233,1049,2,542
2234,1053,2,538
2235,1051,2,536
2236,1048,2,535
2237,1044,2,535
2238,1038,2,533
2239,1028,2,530
2240,1026,2,531
2241,1019,2,528
2242,1016,2,527
2243,1016,2,523
2244,1008,2,520
2245,1002,2,522
2246,1001,2,527
2247,1008,2,534
2248,1013,2,533
2249,1011,2,528
2250,1021,2,524
2251,1020,2,526
2252,1025,2,531
2253,1031,2,526
2254,1030,2,524
2255,1017,2,525
2256,1017,2,526
2257,1021,2,533
2258,1025,2,532
2259,1029,2,537
2260,1025,2,543
2261,1019,2,542
2262,1018,2,546
2263,1016,3,548
2264,1015,3,549
2265,1011,3,554
2266,1007,3,551
2267,1005,3,555
2268,1000,3,558
2269,1004,3,559
2270,1008,3,563
2271,1000,3,563
2272,1004,3,569
2273,1001,3,570
2274,1005,4,578
2275,1000,4,578
2276,1009,4,584
2277,1015,4,582
2278,1010,4,585
2279,1008,4,589
2280,1009,4,594
2281,1011,5,597
2282,1018,5,602
2283,1018,5,599
2284,1021,5,597
2285,1019,5,598
2286,1016,5,600
2287,1014,5,600
2288,1017,5,601
2289,1024,5,605
2290,1023,5,605
2291,1031,5,605
2292,1031,5,608
2293,1034,5,614
2294,1031,5,614
2295,1032,5,615
2296,1017,5,620
2297,1023,5,618
2298,1020,5,619
2299,1028,5,619
2300,1039,5,620
2301,1042,5,619
2302,1033,5,617
2303,1022,5,617
2304,1028,5,625
2305,1029,5,625
2306,1034,5,624
2307,1036,5,620
2308,1037,5,621
2309,1033,5,626
2310,1035,5,625
2311,1037,5,631
2312,1041,5,636
2313,1045,5,638
2314,1041,5,638
2315,1040,5,642
2316,1036,5,645
2317,1049,5,646
2318,1048,5,651
2319,1054,5,649
2320,1046,5,645
2321,1053,5,646
2322,1053,5,649
2323,1062,5,649
2324,1061,5,655
2325,1056,5,654
2326,1060,5,658
2327,1070,5,655
2328,1081,5,666
2329,1075,5,671
2330,1069,5,669
2331,1074,5,677
2332,1074,5,679
2333,1076,5,689
2334,1070,5,689
2335,1071,5,688
2336,1071,5,697
2337,1076,5,697
2338,1079,5,699
2339,1084,5,696
2340,1091,5,702
2341,1090,5,701
2342,1096,3,701
2343,1093,3,701
2344,1093,3,702
2345,1096,3,704
2346,1094,3,701
2347,1094,3,709
2348,1090,3,713
2349,1087,4,715
2350,1084,4,717
2351,1086,4,716
2352,1088,4,717
2353,1084,4,716
2354,1095,4,716
2355,1094,4,720
2356,1090,4,725
2357,1081,4,726
2358,1081,4,726
2359,1085,4,733
2360,1087,4,738
2361,1091,4,737
2362,1089,4,740
2363,1084,4,741
2364,1085,4,757
2365,1087,4,762
2366,1088,4,767
2367,1090,4,771
2368,1095,4,773
2369,1093,4,774
2370,1091,4,773
2371,1093,4,781
2372,1096,4,780
2373,1097,4,790
2374,1096,4,796
2375,1100,4,798
2376,1102,4,798
2377,1092,4,801
2378,1101,4,804
2379,1100,4,805
2380,1093,4,808
2381,1096,4,811
2382,1090,4,816
2383,1090,4,809
2384,1097,4,814
2385,1097,4,820
2386,1089,4,821
2387,1093,4,827
2388,1086,4,834
2389,1088,4,838
2390,1091,4,840
2391,1075,4,833
2392,1084,4,835
2393,1087,4,836
2394,1080,4,831
2395,1085,4,830
2396,1087,4,833
2397,1092,4,839
2398,1080,4,835
2399,1066,4,832
2400,1067,4,837
2401,1068,4,850
2402,1065,4,851
2403,1067,4,851
2404,1072,4,847
2405,1065,4,846
2406,1061,4,844
2407,1049,4,835
2408,1055,4,839
2409,1063,4,840
2410,1064,3,838
2411,1066,3,847
2412,1061,3,850
2413,1063,3,851
2414,1063,3,851
2415,1063,3,849
2416,1060,3,851
2417,1063,3,859
2418,1061,3,855
2419,1060,3,858
2420,1062,3,849
2421,1059,2,858
2422,1067,2,861
2423,1063,2,856
2424,1065,2,858
2425,1066,2,867
2426,1069,2,866
2427,1064,2,867
2428,1071,2,867
2429,1068,2,866
2430,1074,2,880
2431,1072,1,874
2432,1075,1,878
2433,1074,1,881
2434,1075,1,879
2435,1072,1,881
2436,1074,1,884
2437,1072,1,895
2438,1073,1,896
2439,1074,1,899
2440,1076,1,899
2441,1074,1,903
2442,1075,1,901
2443,1075,2,901
2444,1070,2,901
2445,1069,2,905
2446,1073,2,906
2447,1070,2,907
2448,1071,2,913
2449,1073,2,920
2450,1072,2,924
2451,1071,2,931
2452,1074,2,930
2453,1071,2,929
2454,1071,2,932
2455,1073,2,938
2456,1065,2,937
2457,1063,2,945
2458,1059,2,952
2459,1068,2,962
2460,1061,2,963
2461,1064,2,956
2462,1067,2,960
2463,1070,2,968
2464,1062,2,968
2465,1056,2,974
2466,1053,2,978
2467,1055,2,982
2468,1053,2,984
2469,1054,2,987
2470,1054,2,1004
2471,1047,2,999
2472,1034,2,1002
2473,1037,2,1005
2474,1039,2,1010
2475,1035,2,1013
2476,1035,2,1008
2477,1030,2,1015
2478,1032,2,1018
2479,1036,2,1020
2480,1037,2,1026
2481,1036,2,1020
2482,1031,2,1018
2483,1033,2,1019
2484,1034,2,1021
2485,1038,2,1021
2486,1034,2,1023
2487,1034,2,1025
2488,1026,2,1022
2489,1025,2,1029
2490,1026,2,1030
2491,1027,2,1042
2492,1029,2,1053
2493,1028,2,1056
2494,1026,2,1061
2495,1027,2,1068
2496,1025,2,1071
2497,1019,2,1072
2498,1021,2,1079
2499,1022,1,1089
2500,1022,1,1098
2501,1025,2,1097
2502,1027,2,1108
2503,1029,2,1103
2504,1024,2,1112
2505,1022,3,1112
2506,1020,3,1120
2507,1018,3,1123
2508,1009,3,1123
2509,1005,4,1123
2510,1003,4,1130
2511,998,4,1128
2512,994,4,1134
2513,995,5,1140
2514,982,5,1138
2515,982,5,1141
2516,981,5,1139
2517,984,5,1144
2518,986,5,1152
2519,983,5,1153
2520,987,5,1157
2521,984,5,1162
2522,987,5,1174
2523,993,5,1180
2524,987,5,1180
2525,987,5,1181
2526,985,5,1180
2527,987,5,1182
2528,988,5,1181
2529,988,5,1182
2530,992,5,1190
2531,993,5,1189
2532,987,5,1186
2533,984,5,1195
2534,987,5,1199
2535,985,5,1197
2536,980,5,1194
2537,984,5,1198
2538,979,5,1199
2539,978,5,1195
2540,974,5,1198
2541,978,5,1203
2542,975,5,1206
2543,970,5,1210
2544,973,5,1209
2545,973,5,1208
2546,966,5,1205
2547,967,5,1205
2548,969,5,1201
2549,969,5,1204
2550,967,5,1203
2551,970,5,1211
2552,969,5,1216
2553,965,5,1216
2554,968,5,1221
2555,968,5,1211
2556,969,5,1216
2557,966,5,1222
2558,962,5,1218
2559,962,5,1217
2560,962,5,1221
2561,959,5,1217
2562,961,5,1222
2563,963,5,1228
2564,963,5,1226
2565,959,5,1237
2566,953,5,1234
2567,952,5,1238
2568,951,5,1236
2569,946,5,1238
2570,946,5,1235
2571,941,5,1236
2572,939,5,1231
2573,931,5,1235
2574,932,5,1241
2575,926,5,1241
2576,930,5,1250
2577,917,5,1260
2578,907,5,1259
2579,898,5,1252
2580,897,5,1252
2581,891,5,1246
2582,883,5,1244
2583,880,5,1250
2584,876,5,1247
2585,883,5,1248
2586,880,6,1251
2587,879,6,1253
2588,874,6,1256
2589,873,5,1248
2590,867,5,1250
2591,852,5,1246
2592,863,5,1255
2593,856,5,1254
2594,858,5,1248
2595,861,5,1255
2596,853,5,1253
2597,857,5,1251
2598,844,5,1247
2599,846,5,1251
2600,841,5,1254
2601,832,5,1254
2602,826,5,1261
2603,825,5,1260
2604,820,5,1253
2605,821,5,1250
2606,813,5,1248
2607,812,5,1247
2608,810,5,1248
2609,804,5,1244
2610,807,5,1241
2611,796,5,1235
2612,791,5,1235
2613,789,5,1232
2614,790,5,1234
2615,794,5,1225
2616,795,5,1226
2617,796,5,1215
2618,794,5,1222
2619,793,5,1222
2620,787,5,1218
2621,790,5,1221
2622,796,5,1219
2623,795,5,1216
2624,798,5,1218
2625,799,5,1229
2626,793,5,1240
2627,783,5,1249
2628,779,5,1249
2629,776,5,1240
2630,773,5,1245
2631,781,5,1246
2632,769,5,1247
2633,765,5,1239
2634,764,5,1240
2635,766,5,1244
2636,765,5,1243
2637,761,5,1247
2638,764,5,1253
2639,754,5,1252
2640,759,5,1258
2641,761,5,1256
2642,757,5,1255
2643,739,5,1250
2644,740,5,1247
2645,739,5,1246
2646,740,5,1242
2647,738,5,1241
2648,737,5,1243
2649,733,5,1244
2650,728,5,1239
2651,728,5,1242
2652,720,4,1236
2653,721,4,1231
2654,716,4,1223
2655,717,3,1218
2656,717,3,1232
2657,710,3,1228
2658,708,3,1230
2659,705,3,1233
2660,707,3,1238
2661,708,2,1233
2662,713,3,1235
2663,713,3,1237
2664,706,3,1241
2665,706,3,1242
2666,704,3,1233
2667,696,3,1238
2668,686,3,1224
2669,685,3,1229
2670,687,3,1230
2671,689,3,1237
2672,689,3,1227
2673,686,3,1232
2674,685,3,1232
2675,683,3,1232
2676,676,3,1230
2677,661,3,1227
2678,660,3,1222
2679,658,3,1223
2680,652,3,1225
2681,654,3,1233
2682,649,3,1240
2683,646,3,1246
2684,647,3,1255
2685,645,3,1246
2686,647,3,1256
2687,645,3,1262
2688,640,3,1258
2689,646,3,1251
2690,651,3,1263
2691,644,3,1273
2692,649,4,1275
2693,649,4,1282
2694,648,4,1284
2695,642,4,1293
2696,641,4,1296
2697,638,4,1307
2698,636,4,1314
2699,641,4,1318
2700,648,4,1320
2701,643,4,1310
2702,647,4,1308
2703,642,4,1320
2704,640,4,1320
2705,635,4,1317
2706,633,4,1320
2707,630,4,1318
2708,638,4,1331
2709,638,4,1334
2710,634,4,1339
2711,633,4,1340
2712,628,4,1341
2713,625,4,1348
2714,618,4,1342
2715,624,4,1351
2716,625,6,1347
2717,622,6,1351
2718,625,6,1361
2719,628,6,1369
2720,630,6,1368
2721,630,6,1374
2722,634,6,1383
2723,633,6,1387
2724,635,6,1387
2725,631,6,1403
2726,629,6,1399
2727,634,6,1411
2728,638,6,1427
2729,638,6,1429
2730,636,6,1434
2731,636,6,1432
2732,633,6,1437
2733,630,5,1431
2734,630,5,1433
2735,633,5,1433
2736,628,5,1441
2737,626,5,1439
2738,625,5,1449
2739,627,5,1452
2740,624,5,1459
2741,614,5,1455
2742,606,5,1458
2743,599,5,1449
2744,596,5,1452
2745,596,5,1463
2746,601,5,1464
2747,599,5,1464
2748,600,5,1471
2749,608,5,1486
2750,619,5,1487
2751,618,5,1485
2752,623,5,1494
2753,625,5,1498
2754,619,5,1492
2755,615,5,1497
2756,610,5,1491
2757,612,5,1497
2758,609,5,1502
2759,610,5,1503
2760,604,5,1509
2761,605,5,1514
2762,605,5,1515
2763,600,5,1530
2764,599,5,1525
2765,601,5,1520
2766,599,5,1526
2767,598,5,1527
2768,593,5,1520
2769,599,5,1520
2770,593,5,1519
2771,595,5,1520
2772,589,5,1529
2773,585,5,1529
2774,589,6,1539
2775,582,6,1532
2776,579,6,1532
2777,573,6,1530
